note_combination,chord_label,raw_values_per_combination,weighted_modulations_per_region_in_note_combinations,weighted_sum_per_region_normalized_tension_value,raw_t_score_summed_only_modulations,raw_t_score_summed_using_weighted_normalized_value,raw_t_score_summed_using_weighted_modulations_no_norm,normed_values_only_modulations,normed_values_weighted_modulations_only,normed_values_normed_weighted_modulations,method,harmonics_considered
"G2,A#2",m3,"[[0.31093117408906884, 0.9533333333333334, 1.310459361610257, 5.147830548775494, 4.19132585994344, 11.540457673972279, 6.934431560721775, 6.213104013140358, 7.719684202816523, 7.789130442850997, 7.957807452116242, 8.298492274540195, 11.990984275293066, 8.77073354563057, 9.409589003897793]]","[[0.0, 0.6673333333333333, 0.9173215531271798, 5.147830548775494, 4.19132585994344, 8.078320371780595, 0.0, 6.213104013140358, 0.0, 0.0, 5.570465216481369, 0.0, 0.0, 0.0, 0.0]]",[0.3124237230125309],98.5382947227314,0.3124237230125309,30.78570089658177,0.749516088270517,0.734253967750472,0.6658626950011204,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,24
"G2,C#3",TT,"[[0.2411764705882353, 0.9885714285714285, 0.8995692713084018, 5.185048803666383, 4.450774271719217, 5.366953565571145, 4.7427576927940365, 13.318224716011766, 4.561658612845852, 6.754056394092737, 7.744588070878285, 9.867663138225799, 7.179089503398293, 6.53980780470483, 14.082285361697126]]","[[0.0, 0.692, 0.6296984899158812, 5.185048803666383, 4.450774271719217, 3.7568674958998014, 0.0, 13.318224716011766, 0.0, 0.0, 5.421211649614799, 0.0, 0.0, 0.0, 0.0]]",[0.36393620137266963],91.92222510607354,0.36393620137266963,33.45382542682785,0.5370137178018566,0.864769165758532,1.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,24
"G2,A2",M2,"[[0.5263157894736843, 0.5011764705882353, 1.6602540937323547, 4.189317867935448, 11.663560292177873, 6.106595048958758, 7.503202789493003, 5.7796051590532675, 7.1450443499158, 7.295989270298061, 9.710724535033325, 7.501089855986881, 11.278576682885472, 9.222407413558308, 10.159355903664693]]","[[0.0, 0.3508235294117647, 1.1621778656126482, 4.189317867935448, 11.663560292177873, 4.27461653427113, 0.0, 5.7796051590532675, 0.0, 0.0, 6.797507174523327, 0.0, 0.0, 0.0, 0.0]]",[0.341345878068108],100.24321552275516,0.341345878068108,34.21760842298546,0.804276653448698,0.9021307236051239,0.8534671600293146,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,24
"G2,G#2",m2,"[[0.6708255933952528, 0.48772444946357985, 0.756043956043956, 11.5591368894936, 5.246071114688695, 5.88094715039526, 7.4790513990877425, 7.518377683249133, 8.872569356878147, 5.804750509059299, 9.867807452116242, 11.578040552349341, 7.012594838642759, 9.06515676946556, 14.20507018937898]]","[[0.0, 0.34140711462450585, 0.5292307692307692, 11.5591368894936, 5.246071114688695, 4.116663005276681, 0.0, 7.518377683249133, 0.0, 0.0, 6.907465216481369, 0.0, 0.0, 0.0, 0.0]]",[0.34166912970766317],106.00416790370753,0.34166912970766317,36.218351793044754,0.989313406089138,1.0,0.8555639419182055,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,24
"G2,G3",8v,"[[3.7238528138528135, 0.0, 0.0, 2.188755097372677, 3.5594270260631817, 4.013432807153362, 4.251409357457278, 3.3552652538828336, 5.721616693980404, 5.143497090695906, 5.5178336313482355, 12.11774042576977, 7.259403152597391, 8.56066105205424, 9.789893013613568]]",,,75.20278741584166,,,0.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,24
"G2,F#3",M7,"[[0.42749226006191954, 0.11428571428571428, 0.7162359379750683, 5.253087857984883, 3.2305778360375212, 3.057746353794274, 5.754986691865141, 4.410608929814744, 6.410062630419341, 4.589009369954315, 11.855359473388818, 5.981581043356518, 7.677015574724553, 8.172498055630376, 10.721102052252947]]",,,78.37164978154613,,,0.10178108808070462,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,24
"G2,F3",m7,"[[0.2543478260869565, 0.4, 1.0758441558441558, 2.845005513623093, 5.563295297604087, 4.586669535875352, 4.900252619458435, 4.715383030842716, 4.892278240895821, 5.486626066982777, 11.852440005366375, 7.061086031122375, 8.35769377165662, 8.63623236054115, 9.618807679958575]]",,,80.24596213585849,,,0.16198236185316453,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,24
"G2,E3",M6,"[[0.10909090909090909, 1.1411764705882352, 0.6639969488939741, 3.465286639595429, 3.7793968086026237, 6.127851755638806, 5.4806410375194865, 4.558512007129586, 5.554882372081188, 10.726881250395856, 6.981908541944886, 7.237034396482505, 8.695545008677328, 8.347146008296903, 9.156135969293864]]",,,82.02548612423158,,,0.21913911620215393,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,24
"G2,D#3",m6,"[[0.12631578947368421, 0.8772727272727272, 0.6115061409179057, 4.698304567510383, 3.969509152399178, 3.756349676706387, 7.417641649417123, 5.091644629431681, 12.982048223235463, 3.696323215529031, 7.948669428117538, 7.120423216125195, 8.580421504730294, 9.240893420305184, 13.09158269647972]]",,,89.2089060376515,,,0.4498642820665104,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,24
"G2,D3",P5,"[[2.1742857142857144, 0.0, 0.4597545246515498, 3.8777451614657155, 5.219334517952097, 4.718744196531247, 7.220412212187687, 3.391241451598162, 11.767357440872045, 5.977161184039634, 7.323171592619701, 8.136348697741887, 8.501301852452748, 9.318232713129738, 11.891520405829196]]",,,89.97661166535713,,,0.4745223154854494,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,24
"G2,C#3",TT,"[[0.2411764705882353, 0.9885714285714285, 0.8995692713084018, 5.185048803666383, 4.450774271719217, 5.366953565571145, 4.7427576927940365, 13.318224716011766, 4.561658612845852, 6.754056394092737, 7.744588070878285, 9.867663138225799, 7.179089503398293, 6.53980780470483, 14.082285361697126]]",,,91.92222510607354,,,0.5370137178018566,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,24
"G2,C3",P4,"[[1.47, 0.10434782608695652, 0.7263933589630184, 4.732058708106628, 6.008444248800959, 5.079613258819073, 11.970352093278462, 3.419880638498218, 8.122774342810686, 6.494241750531964, 7.888315571447891, 8.249736682306342, 8.851479466376492, 11.779343810494705, 9.585676249985038]]",,,94.48265800650644,,,0.6192525835172378,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,24
"G2,B2",M3,"[[0.22631578947368422, 1.275776397515528, 0.7733766233766234, 5.362737781355362, 4.749812880169591, 4.468489923949608, 12.542838626353232, 5.992281502317846, 9.170821837112051, 5.739436555726769, 8.458654252374807, 7.5849305766697075, 8.739079513388305, 12.057710882019672, 10.276507771404797]]",,,97.41877091320758,,,0.713557962509426,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,24
"G2,A#2",m3,"[[0.31093117408906884, 0.9533333333333334, 1.310459361610257, 5.147830548775494, 4.19132585994344, 11.540457673972279, 6.934431560721775, 6.213104013140358, 7.719684202816523, 7.789130442850997, 7.957807452116242, 8.298492274540195, 11.990984275293066, 8.77073354563057, 9.409589003897793]]",,,98.5382947227314,,,0.749516088270517,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,24
"G2,A2",M2,"[[0.5263157894736843, 0.5011764705882353, 1.6602540937323547, 4.189317867935448, 11.663560292177873, 6.106595048958758, 7.503202789493003, 5.7796051590532675, 7.1450443499158, 7.295989270298061, 9.710724535033325, 7.501089855986881, 11.278576682885472, 9.222407413558308, 10.159355903664693]]",,,100.24321552275516,,,0.804276653448698,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,24
"G2,G#2",m2,"[[0.6708255933952528, 0.48772444946357985, 0.756043956043956, 11.5591368894936, 5.246071114688695, 5.88094715039526, 7.4790513990877425, 7.518377683249133, 8.872569356878147, 5.804750509059299, 9.867807452116242, 11.578040552349341, 7.012594838642759, 9.06515676946556, 14.20507018937898]]",,,106.00416790370753,,,0.989313406089138,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,24
"G2,G2",U,"[[9.062299626608416, 0.0, 0.0, 3.956460725078305, 6.670022601798076, 6.884241750531965, 6.7491691760476265, 6.05569370056515, 8.550027337494022, 7.341140785449575, 7.50271804876597, 13.18538986969866, 8.499529063837855, 9.514975969872996, 12.365216709525498]]",,,106.33688536527411,,,1.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,24
"G2,G3",8v,"[[12, 0, 0, 16, 21, 22, 22, 22, 29, 30, 36, 42, 40, 38, 38]]","[[0, 0.0, 0.0, 16, 21, 15.399999999999999, 0, 22, 0, 0, 25.2, 0, 0, 0, 0]]",[0.2706521739130435],368.0,0.2706521739130435,99.60000000000001,0.0,0.0,0.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,24
"G2,F#3",M7,"[[3, 1, 5, 21, 20, 19, 29, 26, 33, 29, 43, 35, 38, 37, 39]]","[[0, 0.7, 3.5, 21, 20, 13.299999999999999, 0, 26, 0, 0, 30.099999999999998, 0, 0, 0, 0]]",[0.30317460317460315],378.0,0.30317460317460315,114.6,0.20408163265306123,0.24752475247524738,0.2864895125692807,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,24
"G2,E3",M6,"[[1, 5, 5, 21, 20, 28, 30, 28, 33, 37, 38, 37, 38, 33, 34]]","[[0, 3.5, 3.5, 21, 20, 19.599999999999998, 0, 28, 0, 0, 26.599999999999998, 0, 0, 0, 0]]",[0.3149484536082474],388.0,0.3149484536082474,122.19999999999999,0.40816326530612246,0.37293729372937273,0.39020515584643356,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,24
"G2,F3",m7,"[[2, 2, 6, 18, 24, 25, 27, 27, 29, 32, 44, 38, 37, 35, 37]]","[[0, 1.4, 4.199999999999999, 18, 24, 17.5, 0, 27, 0, 0, 30.799999999999997, 0, 0, 0, 0]]",[0.32088772845953],383.0,0.32088772845953,122.89999999999999,0.30612244897959184,0.3844884488448843,0.44252412450263107,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,24
"G2,D3",P5,"[[8, 0, 4, 24, 28, 28, 34, 25, 42, 34, 37, 34, 34, 35, 33]]","[[0, 0.0, 2.8, 24, 28, 19.599999999999998, 0, 25, 0, 0, 25.9, 0, 0, 0, 0]]",[0.31325],400.0,0.31325,125.29999999999998,0.6530612244897959,0.4240924092409238,0.37524350761176506,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,24
"G2,D#3",m6,"[[1, 5, 4, 24, 24, 22, 34, 32, 48, 25, 39, 33, 35, 36, 36]]","[[0, 3.5, 2.8, 24, 24, 15.399999999999999, 0, 32, 0, 0, 27.299999999999997, 0, 0, 0, 0]]",[0.3241206030150754],398.0,0.3241206030150754,129.0,0.6122448979591837,0.4851485148514852,0.4710024601203994,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,24
"G2,C3",P4,"[[6, 1, 5, 28, 32, 30, 44, 24, 37, 33, 36, 33, 33, 33, 33]]","[[0, 0.7, 3.5, 28, 32, 21.0, 0, 24, 0, 0, 25.2, 0, 0, 0, 0]]",[0.32941176470588235],408.0,0.32941176470588235,134.4,0.8163265306122449,0.5742574257425744,0.5176122112411815,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,24
"G2,B2",M3,"[[2, 6, 5, 30, 30, 25, 46, 35, 39, 28, 35, 32, 35, 33, 31]]","[[0, 4.199999999999999, 3.5, 30, 30, 17.5, 0, 35, 0, 0, 24.5, 0, 0, 0, 0]]",[0.3512135922330097],412.0,0.3512135922330097,144.7,0.8979591836734694,0.7442244224422442,0.7096641299688143,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,24
"G2,G2",U,"[[24, 0, 0, 28, 38, 34, 32, 32, 34, 32, 34, 34, 32, 30, 30]]","[[0, 0.0, 0.0, 28, 38, 23.799999999999997, 0, 32, 0, 0, 23.799999999999997, 0, 0, 0, 0]]",[0.3516908212560386],414.0,0.3516908212560386,145.6,0.9387755102040817,0.759075907590759,0.7138680321156037,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,24
"G2,C#3",TT,"[[2, 5, 6, 26, 27, 30, 31, 41, 31, 36, 35, 38, 31, 27, 37]]","[[0, 3.5, 4.199999999999999, 26, 27, 21.0, 0, 41, 0, 0, 24.5, 0, 0, 0, 0]]",[0.36526054590570717],403.0,0.36526054590570717,147.2,0.7142857142857143,0.7854785478547854,0.8334035000635003,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,24
"G2,A#2",m3,"[[2, 5, 8, 31, 26, 41, 37, 33, 36, 32, 33, 33, 35, 30, 30]]","[[0, 3.5, 5.6, 31, 26, 28.7, 0, 33, 0, 0, 23.099999999999998, 0, 0, 0, 0]]",[0.3662621359223301],412.0,0.3662621359223301,150.9,0.8979591836734694,0.8465346534653467,0.8422264890643778,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,24
"G2,A2",M2,"[[3, 3, 11, 27, 39, 36, 37, 31, 33, 31, 36, 33, 31, 31, 31]]","[[0, 2.0999999999999996, 7.699999999999999, 27, 39, 25.2, 0, 31, 0, 0, 25.2, 0, 0, 0, 0]]",[0.38062953995157384],413.0,0.38062953995157384,157.2,0.9183673469387755,0.9504950495049505,0.9687887007651211,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,24
"G2,G#2",m2,"[[5, 4, 5, 40, 33, 32, 37, 34, 36, 30, 35, 33, 29, 29, 35]]","[[0, 2.8, 3.5, 40, 33, 22.4, 0, 34, 0, 0, 24.5, 0, 0, 0, 0]]",[0.3841726618705036],417.0,0.3841726618705036,160.2,1.0,1.0,1.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,24
"G2,G3",8v,"[[12, 0, 0, 16, 21, 22, 22, 22, 29, 30, 36, 42, 40, 38, 38]]",,,368.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,24
"G2,F#3",M7,"[[3, 1, 5, 21, 20, 19, 29, 26, 33, 29, 43, 35, 38, 37, 39]]",,,378.0,,,0.20408163265306123,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,24
"G2,F3",m7,"[[2, 2, 6, 18, 24, 25, 27, 27, 29, 32, 44, 38, 37, 35, 37]]",,,383.0,,,0.30612244897959184,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,24
"G2,E3",M6,"[[1, 5, 5, 21, 20, 28, 30, 28, 33, 37, 38, 37, 38, 33, 34]]",,,388.0,,,0.40816326530612246,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,24
"G2,D#3",m6,"[[1, 5, 4, 24, 24, 22, 34, 32, 48, 25, 39, 33, 35, 36, 36]]",,,398.0,,,0.6122448979591837,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,24
"G2,D3",P5,"[[8, 0, 4, 24, 28, 28, 34, 25, 42, 34, 37, 34, 34, 35, 33]]",,,400.0,,,0.6530612244897959,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,24
"G2,C#3",TT,"[[2, 5, 6, 26, 27, 30, 31, 41, 31, 36, 35, 38, 31, 27, 37]]",,,403.0,,,0.7142857142857143,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,24
"G2,C3",P4,"[[6, 1, 5, 28, 32, 30, 44, 24, 37, 33, 36, 33, 33, 33, 33]]",,,408.0,,,0.8163265306122449,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,24
"G2,A#2",m3,"[[2, 5, 8, 31, 26, 41, 37, 33, 36, 32, 33, 33, 35, 30, 30]]",,,412.0,,,0.8979591836734694,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,24
"G2,B2",M3,"[[2, 6, 5, 30, 30, 25, 46, 35, 39, 28, 35, 32, 35, 33, 31]]",,,412.0,,,0.8979591836734694,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,24
"G2,A2",M2,"[[3, 3, 11, 27, 39, 36, 37, 31, 33, 31, 36, 33, 31, 31, 31]]",,,413.0,,,0.9183673469387755,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,24
"G2,G2",U,"[[24, 0, 0, 28, 38, 34, 32, 32, 34, 32, 34, 34, 32, 30, 30]]",,,414.0,,,0.9387755102040817,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,24
"G2,G#2",m2,"[[5, 4, 5, 40, 33, 32, 37, 34, 36, 30, 35, 33, 29, 29, 35]]",,,417.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,24
"G2,G3",8v,"[[3, 26]]",,,29.0,,,0.0,,,Chan's method Vanilla Cap 0 with  distributive,25
"G2,D3",P5,"[[1, 37]]",,,38.0,,,0.1956521739130435,,,Chan's method Vanilla Cap 0 with  distributive,25
"G2,F3",m7,"[[2, 37]]",,,39.0,,,0.21739130434782608,,,Chan's method Vanilla Cap 0 with  distributive,25
"G2,E3",M6,"[[2, 39]]",,,41.0,,,0.2608695652173913,,,Chan's method Vanilla Cap 0 with  distributive,25
"G2,C3",P4,"[[1, 42]]",,,43.0,,,0.30434782608695654,,,Chan's method Vanilla Cap 0 with  distributive,25
"G2,F#3",M7,"[[14, 30]]",,,44.0,,,0.32608695652173914,,,Chan's method Vanilla Cap 0 with  distributive,25
"G2,D#3",m6,"[[9, 37]]",,,46.0,,,0.3695652173913043,,,Chan's method Vanilla Cap 0 with  distributive,25
"G2,G2",U,"[[6, 48]]",,,54.0,,,0.5434782608695652,,,Chan's method Vanilla Cap 0 with  distributive,25
"G2,C#3",TT,"[[14, 40]]",,,54.0,,,0.5434782608695652,,,Chan's method Vanilla Cap 0 with  distributive,25
"G2,B2",M3,"[[9, 47]]",,,56.0,,,0.5869565217391305,,,Chan's method Vanilla Cap 0 with  distributive,25
"G2,A2",M2,"[[4, 57]]",,,61.0,,,0.6956521739130435,,,Chan's method Vanilla Cap 0 with  distributive,25
"G2,A#2",m3,"[[3, 59]]",,,62.0,,,0.717391304347826,,,Chan's method Vanilla Cap 0 with  distributive,25
"G2,G#2",m2,"[[27, 48]]",,,75.0,,,1.0,,,Chan's method Vanilla Cap 0 with  distributive,25
"G2,G3",8v,"[[3.879013347763348, 0.0, 0.0, 2.4799532264298723, 3.9077364854824808, 4.380659174118086, 4.528551414017997, 3.7950679727946186, 6.160017389562921, 5.557809469474902, 6.147743365987746, 12.926812943510177, 7.903257918813512, 9.412823098813812, 10.601114046043545]]","[[0.0, 0.0, 0.0, 2.4799532264298723, 3.9077364854824808, 3.06646142188266, 0.0, 3.7950679727946186, 0.0, 0.0, 4.303420356191422, 0.0, 0.0, 0.0, 0.0]]",[0.2148937212772612],81.68055985281302,0.2148937212772612,17.552639462781052,0.0,0.0,0.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,25
"G2,D3",P5,"[[2.2648809523809526, 0.0, 0.5789109631786977, 4.239317876526788, 5.636806789533435, 5.115358538053383, 7.82126272102884, 3.832543178748086, 12.561830667575048, 6.548541582518228, 7.972351361359808, 8.845831063071776, 9.258831586501023, 10.151730504748238, 12.78764144837977]]","[[0.0, 0.0, 0.4052376742250884, 4.239317876526788, 5.636806789533435, 3.5807509766373675, 0.0, 3.832543178748086, 0.0, 0.0, 5.580645952951865, 0.0, 0.0, 0.0, 0.0]]",[0.2384377641104186],97.61583923360408,0.2384377641104186,23.275302448622632,0.47083416115609666,0.26505512169429385,0.160874858236697,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,25
"G2,E3",M6,"[[0.11363636363636363, 1.2887254901960785, 0.6916634884312229, 3.809673582911906, 4.136871675627733, 6.583178912123757, 5.909001080749466, 4.948450007426653, 6.086335804251237, 11.473834635829018, 7.699320080336199, 7.882625115383561, 9.328327220296192, 9.09825258217202, 10.175187422226896]]","[[0.0, 0.9021078431372549, 0.48416444190185604, 3.809673582911906, 4.136871675627733, 4.60822523848663, 0.0, 4.948450007426653, 0.0, 0.0, 5.389524056235339, 0.0, 0.0, 0.0, 0.0]]",[0.2721097689550141],89.22508346159832,0.2721097689550141,24.27901684572737,0.22291541677937332,0.3115439053827827,0.3909533984562583,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,25
"G2,D#3",m6,"[[0.13157894736842105, 0.9138257575757576, 0.7369855634561517, 5.0940672578233155, 4.334905367082478, 4.112864246569153, 8.02671005147617, 5.503796488991333, 13.922966899203606, 4.06319900168332, 8.612547970306418, 7.773686464165499, 9.323886779845692, 10.048847312817902, 14.107944429712164]]","[[0.0, 0.6396780303030303, 0.5158898944193062, 5.0940672578233155, 4.334905367082478, 2.879004972598407, 0.0, 5.503796488991333, 0.0, 0.0, 6.028783579214492, 0.0, 0.0, 0.0, 0.0]]",[0.2584705923380335],96.70781253807738,0.2584705923380335,24.996125590432364,0.44400501199094206,0.3447580481806522,0.2977578236660228,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,25
"G2,F#3",M7,"[[0.44530443756449944, 0.11904761904761904, 0.8460791020573629, 5.571966518734253, 3.565185245872418, 3.385152451869036, 6.194777804026189, 4.794384301890359, 6.977148573353479, 5.080218093702412, 12.649332784780018, 6.5573122693066495, 8.340938842719028, 9.030545467735028, 11.490731304430156]]","[[0.0, 0.08333333333333333, 0.592255371440154, 5.571966518734253, 3.565185245872418, 2.369606716308325, 0.0, 4.794384301890359, 0.0, 0.0, 8.854532949346012, 0.0, 0.0, 0.0, 0.0]]",[0.3037252672234656],85.04812481708849,0.3037252672234656,25.831264436924858,0.09950027151733519,0.3834389610941613,0.6069799678123418,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,25
"G2,C3",P4,"[[1.53125, 0.20869565217391306, 0.7566597489198108, 5.129227820944405, 6.458796092500999, 5.691263811269869, 12.769116763831732, 3.8752379839428905, 8.793907256445115, 6.989835156804129, 8.587463223182196, 8.996784534265183, 9.66552920604694, 12.770790828239676, 10.312352154340477]]","[[0.0, 0.14608695652173914, 0.5296618242438675, 5.129227820944405, 6.458796092500999, 3.9838846678889084, 0.0, 3.8752379839428905, 0.0, 0.0, 6.011224256227536, 0.0, 0.0, 0.0, 0.0]]",[0.2548752399785407],102.53691023290735,0.2548752399785407,26.134119602270346,0.6162353355302059,0.3974662265307243,0.27319102325527084,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,25
"G2,F3",m7,"[[0.36494565217391306, 0.4166666666666667, 1.1206709956709957, 3.163547410024056, 5.8950992683375905, 4.977780766536823, 5.3044298119358695, 5.211857323794495, 5.396123167599813, 5.915235486440393, 12.650458338923308, 7.796677583943703, 9.062509959510733, 9.438273087982, 10.464829428528278]]","[[0.0, 0.2916666666666667, 0.7844696969696969, 3.163547410024056, 5.8950992683375905, 3.4844465365757764, 0.0, 5.211857323794495, 0.0, 0.0, 8.855320837246314, 0.0, 0.0, 0.0, 0.0]]",[0.317580775302832],87.17910494806863,0.317580775302832,27.686407739614594,0.16246360077153071,0.4693631602076393,0.7016537209082352,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,25
"G2,B2",M3,"[[0.2357456140350877, 1.4289337474120085, 0.8056006493506493, 5.786185188911835, 5.347721750176657, 4.854677004114176, 13.369623569117948, 6.564291914058033, 9.896987032706006, 6.210158692917139, 9.19704589197539, 8.323886017364279, 9.57408694732527, 12.868448835437157, 11.281968322486057]]","[[0.0, 1.0002536231884058, 0.5639204545454545, 5.786185188911835, 5.347721750176657, 3.3982739028799234, 0.0, 6.564291914058033, 0.0, 0.0, 6.437932124382773, 0.0, 0.0, 0.0, 0.0]]",[0.27517593806625956],105.74536117738768,0.27517593806625956,29.09857895814308,0.7110343204087436,0.5347703342988464,0.41190432538910754,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,25
"G2,G2",U,"[[9.539895444383767, 0.0, 0.0, 4.53417557413048, 7.1615765738426935, 7.615132775851749, 7.261963505751364, 6.5469031603109205, 9.409587300085683, 7.913688318176641, 8.386210421677005, 14.04311444760277, 9.180948835437158, 10.639211079728813, 13.292934072422396]]","[[0.0, 0.0, 0.0, 4.53417557413048, 7.1615765738426935, 5.3305929430962244, 0.0, 6.5469031603109205, 0.0, 0.0, 5.870347295173903, 0.0, 0.0, 0.0, 0.0]]",[0.2548669855622812],115.52534150940144,0.2548669855622812,29.443595546554224,1.0,0.5507503796123863,0.2731346213851678,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,25
"G2,A#2",m3,"[[0.4238866396761134, 0.9930555555555556, 1.365061835010684, 5.662323488307806, 4.665964437441083, 12.325476743721122, 7.432061861259095, 6.804667329705188, 8.397916658635632, 8.352566433525345, 8.792691586150497, 9.089500881217466, 12.782916312404634, 9.671786837304571, 10.151655212393534]]","[[0.0, 0.6951388888888889, 0.9555432845074787, 5.662323488307806, 4.665964437441083, 8.627833720604785, 0.0, 6.804667329705188, 0.0, 0.0, 6.154884110305347, 0.0, 0.0, 0.0, 0.0]]",[0.31396384179294123],106.91153181230833,0.31396384179294123,33.56635525976058,0.7454907588267362,0.7417031895548609,0.6769394579509924,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,25
"G2,C#3",TT,"[[0.2512254901960784, 1.0297619047619047, 1.0370513242795851, 5.60109250381915, 4.8362231997075185, 5.8905766308032765, 5.1403725966604545, 14.17315074584559, 5.064590040555008, 7.368159393197252, 8.423858187866633, 10.664763481403506, 7.901134899373222, 7.283178917446652, 15.2046533123739]]","[[0.0, 0.7208333333333332, 0.7259359269957095, 5.60109250381915, 4.8362231997075185, 4.123403641562294, 0.0, 14.17315074584559, 0.0, 0.0, 5.896700731506643, 0.0, 0.0, 0.0, 0.0]]",[0.36124376684197446],99.86979262828973,0.36124376684197446,36.077340082770235,0.5374309386905407,0.8580038330633084,1.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,25
"G2,A2",M2,"[[0.5482456140350878, 0.6220588235294118, 1.7294313476378693, 4.6638727790994245, 12.349541971018615, 6.77389882817262, 8.148520221739195, 6.245422040680488, 7.8132223674196, 7.947047646756558, 10.538254723993047, 8.09220669522443, 12.249158403646726, 10.033947116395964, 11.210440177428499]]","[[0.0, 0.4354411764705882, 1.2106019433465085, 4.6638727790994245, 12.349541971018615, 4.741729179720834, 0.0, 6.245422040680488, 0.0, 0.0, 7.376778306795132, 0.0, 0.0, 0.0, 0.0]]",[0.33977236801729793],108.96526875677753,0.33977236801729793,37.02338739713159,0.8061718104969104,0.9018216651909386,0.8532873786145678,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,25
"G2,G#2",m2,"[[0.6987766597867217, 0.5080463015245624, 0.9875457875457876, 12.240767593222499, 5.777519729974636, 6.439622978631426, 8.13472615976402, 8.063222367419602, 9.72820745916637, 6.302865113603437, 10.724204191192515, 12.452766601004924, 7.840392350858934, 9.792871634859958, 15.174725891714212]]","[[0.0, 0.3556324110671937, 0.6912820512820512, 12.240767593222499, 5.777519729974636, 4.507736085041998, 0.0, 8.063222367419602, 0.0, 0.0, 7.506942933834759, 0.0, 0.0, 0.0, 0.0]]",[0.34077110974378855],114.86626082026962,0.34077110974378855,39.14310317184274,0.9805263719583334,1.0,0.8601117135345662,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,25
